,Lat,Lng,City,CityClean,Country,Temperature,Latitude,Longitude,Percent Humidity,Percent Cloudiness,Wind Speed (mph)
395,67.63102072448069,39.874737225120896,Ostrovnoy,ostrovnoy,RU,32.99,68.05,39.51,93.0,96.0,7.94
396,-62.226576079795905,172.67361340292535,Kaitangata,kaitangata,NZ,52.0,-46.28,169.85,90.0,100.0,5.99
400,-18.983413099444135,50.035422560878686,andevoranto,andevoranto,,,,,,,
402,63.635034518210574,58.059625001964775,Vuktyl,vuktyl,RU,30.65,63.86,57.31,95.0,100.0,6.29
403,20.418014338579,-156.61864474438045,Kihei,kihei,US,73.17,20.76,-156.45,65.0,20.0,16.11
405,29.237133556021575,-109.55175463595131,Sahuaripa,sahuaripa,MX,92.03,29.05,-109.23,9.0,95.0,4.45
406,-23.39190908943897,178.30327586788343,Isangel,isangel,VU,80.15,-19.55,169.27,81.0,48.0,23.76
407,-12.198204218193297,-48.359081716535854,Parana,parana,BR,91.4,-7.52,-72.89,66.0,40.0,5.82
409,5.650609700572133,12.933431674167593,Tibati,tibati,CM,76.91,6.47,12.63,69.0,99.0,4.05
410,69.08442432823176,15.729610073754117,Myre,myre,SE,49.23,62.25,17.37,46.0,1.0,2.24
412,-20.95303734671873,-58.07500283613325,Fuerte Olimpo,fuerte%20olimpo,BR,98.51,-21.04,-57.87,37.0,13.0,6.24
414,51.910901692104005,-103.99231120158252,Wadena,wadena,CA,64.31,51.95,-103.8,41.0,99.0,17.31
415,69.99688828925537,-173.6817819878809,Lavrentiya,lavrentiya,RU,-4.82,65.58,-170.99,85.0,1.0,5.64
417,69.4230900502136,78.01823678631308,Tazovskiy,tazovskiy,RU,10.67,67.47,78.7,96.0,99.0,7.74
419,50.801911913885334,141.54763047461591,Aleksandrovsk-Sakhalinskiy,aleksandrovsk-sakhalinskiy,RU,33.89,50.9,142.16,95.0,89.0,1.7
422,16.126964021851535,47.1050959318454,Sayyan,sayyan,YE,74.03,15.17,44.32,58.0,82.0,4.38
424,12.122820223293303,-88.8667870590156,Puerto El Triunfo,puerto%20el%20triunfo,SV,89.6,13.27,-88.55,62.0,75.0,10.29
426,-45.947827467681286,-68.47314109790415,Comodoro Rivadavia,comodoro%20rivadavia,AR,68.0,-45.87,-67.48,34.0,0.0,9.17
427,31.710422685133977,-107.37271774014178,Puerto Palomas,puerto%20palomas,US,75.2,31.78,-107.63,16.0,1.0,12.75
428,-12.738273945731692,-73.74927048616864,Ayna,ayna,ES,43.74,38.55,-2.07,100.0,90.0,5.82
429,16.0595102798857,-52.45733052844366,Bathsheba,bathsheba,BB,84.2,13.22,-59.52,66.0,75.0,26.4
432,48.133726091459636,-71.61222525991916,hebertville,hebertville,,,,,,,
435,-9.323764741192662,130.29030816331397,nguiu,nguiu,,,,,,,
437,13.577366306763537,102.35017666848307,Sa Kaeo,sa%20kaeo,TH,83.03,13.8,102.09,76.0,96.0,3.4
438,-23.19752492933894,-50.051174356796366,Jacarezinho,jacarezinho,BR,86.27,-23.16,-49.97,36.0,0.0,1.81
443,48.49511533175692,122.95340026569153,Zalantun,zalantun,CN,43.97,48.0,122.72,19.0,100.0,11.92
445,79.62314804651055,28.983762658511125,Mehamn,mehamn,NO,37.67,71.03,27.85,73.0,17.0,14.63
447,3.71557129615546,-8.594977906558483,Harper,harper,US,70.79,30.3,-99.24,28.0,1.0,16.11
448,50.951492556735786,-15.8446543705316,Dingle,dingle,PH,76.55,11.0,122.67,72.0,18.0,5.84
450,62.73088119007622,85.42304050266051,Turukhansk,turukhansk,RU,1.31,65.8,87.96,94.0,54.0,1.3
453,54.734121934901026,107.23199043305141,Magistralnyy,magistralnyy,RU,17.51,56.17,107.45,79.0,89.0,10.85
454,-5.82121006200714,-88.8885223444556,San Cristobal,san%20cristobal,EC,62.24,-0.39,-78.55,56.0,75.0,3.36
455,27.228668682127108,109.69211630814664,Hongjiang,hongjiang,CN,65.03,27.21,109.83,98.0,63.0,3.29
458,63.66279403614979,60.406808524103326,Verkhnyaya Inta,verkhnyaya%20inta,RU,29.03,65.99,60.32,95.0,100.0,4.97
459,13.623660825776355,147.30335476482492,Airai,airai,TL,74.03,-8.93,125.41,74.0,14.0,5.91
462,42.562939004732044,-102.49577054935061,Scottsbluff,scottsbluff,US,70.7,41.87,-103.67,28.0,1.0,12.75
464,-14.995913460537722,108.80678556315416,Bambanglipuro,bambanglipuro,ID,83.03,-7.95,110.28,79.0,100.0,15.26
465,8.422084619752965,-3.5735285209477468,Tanda,tanda,IN,74.39,31.67,75.63,46.0,0.0,3.15
469,9.15621010649727,-11.18262261431579,Alikalia,alikalia,SL,88.25,9.15,-11.39,53.0,99.0,5.03
471,29.125012404299383,27.95817646859072,Marsa Matruh,marsa%20matruh,EG,60.8,31.35,27.25,63.0,20.0,11.41
477,43.029342369303805,-57.30173017746746,Saint-Pierre,saint-pierre,FR,64.24,48.95,4.24,45.0,0.0,9.17
481,-26.746442284484218,-52.99239116225779,Maravilha,maravilha,BR,82.4,-26.76,-53.17,42.0,20.0,11.41
485,64.56123958565144,100.38993290935423,Tura,tura,IN,78.35,25.52,90.21,50.0,0.0,5.17
489,45.25503343994632,-125.93203750076952,Newport,newport,GB,65.5,51.59,-3.0,42.0,65.0,6.93
491,68.32223362861299,-57.30716371086919,Kangaatsiaq,kangaatsiaq,GL,16.07,68.31,-53.46,73.0,0.0,8.43
493,68.42764613034271,-65.23921998980295,Pangnirtung,pangnirtung,CA,15.8,66.15,-65.72,85.0,90.0,10.29
494,65.87768776058104,25.89004959801349,Rovaniemi,rovaniemi,FI,41.0,66.5,25.72,48.0,0.0,3.36
497,66.93102587240477,62.76091149243874,Zapolyarnyy,zapolyarnyy,RU,35.6,69.43,30.82,80.0,37.0,14.99
500,-12.55711662678867,-37.57210059304458,Camacari,camacari,BR,86.0,-12.7,-38.32,70.0,40.0,12.75
502,60.69919188526376,132.81927731908672,Amga,amga,RU,18.05,60.89,131.98,91.0,48.0,6.22
505,67.22231458482568,154.20488576575616,Srednekolymsk,srednekolymsk,RU,5.27,67.46,153.71,87.0,54.0,6.24
507,-5.396755586625531,72.00431972399781,Hithadhoo,hithadhoo,MV,85.19,-0.6,73.08,79.0,100.0,13.11
510,29.35309196391667,39.42464330919634,sakakah,sakakah,,,,,,,
511,39.407328434482054,-121.84259238907129,Oroville,oroville,US,75.04,39.51,-121.56,28.0,1.0,4.7
512,38.94491015034396,25.319838680377103,Eresos,eresos,GR,55.4,39.17,25.93,50.0,0.0,10.04
516,18.75035506346744,57.754981851057465,Ibra,ibra,OM,86.99,22.69,58.55,18.0,0.0,3.22
517,61.93883359841382,-143.31514136740017,Fairbanks,fairbanks,US,28.6,64.84,-147.72,92.0,90.0,6.93
519,-40.93655193887756,83.27664595467161,Bambous Virieux,bambous%20virieux,MU,77.41,-20.34,57.76,83.0,40.0,5.82
521,11.339213762466827,18.107016232106105,Melfi,melfi,IT,57.2,41.0,15.66,87.0,5.0,3.36
522,75.05287599374967,90.15982050600019,Talnakh,talnakh,RU,-9.41,69.49,88.39,83.0,0.0,11.18
525,24.097053520720948,102.01102650675637,Zhoucheng,zhoucheng,CN,60.8,31.35,119.33,93.0,2.0,11.18
527,-36.654332511115065,-38.69864362983711,Laguna,laguna,MX,91.4,27.52,-110.01,16.0,75.0,11.41
529,-31.376175788828945,128.29131625942324,Flinders,flinders,AU,58.96,-34.58,150.85,100.0,40.0,6.93
531,-25.71576329244614,-45.213208273019376,Sao Sebastiao,sao%20sebastiao,BR,86.45,-3.15,-58.36,78.0,56.0,4.21
533,60.15265925780818,10.98426270297756,Ask,ask,IR,27.95,35.87,52.15,79.0,22.0,10.02
534,-6.87622742464454,-37.833329094001186,Pombal,pombal,BR,91.31,-6.77,-37.8,42.0,100.0,3.22
536,-27.621507147940378,92.98609781883903,Carnarvon,carnarvon,ZA,68.63,-30.97,22.13,10.0,84.0,12.08
539,-79.90778925831867,45.055261755508354,Port Alfred,port%20alfred,ZA,68.0,-33.59,26.89,76.0,99.0,5.99
541,17.8821724051695,124.59917238798613,Dicabisagan,dicabisagan,PH,75.29,17.08,122.42,84.0,2.0,2.71
546,67.16534427855848,0.007735598004160238,Brae,brae,GB,51.24,60.4,-1.35,58.0,2.0,21.92
550,0.5443736648377921,36.6250281498742,Rumuruti,rumuruti,KE,68.09,0.26,36.54,63.0,40.0,21.72
557,60.57987119747088,-147.30689822221265,Palmer,palmer,AU,74.34,-34.85,139.16,31.0,0.0,9.17
564,31.405428535851925,13.250661492095333,Mizdah,mizdah,LY,74.57,31.45,12.98,26.0,100.0,22.84
566,-12.146394058943656,99.78740910876098,Labuhan,labuhan,ID,75.29,-2.54,115.51,93.0,92.0,1.9
568,85.54468125621452,35.37928807005321,Vardo,vardo,US,67.24,39.62,-77.74,83.0,90.0,13.87
571,-30.66800791736462,171.82891242785695,Ahipara,ahipara,NZ,63.77,-35.17,173.16,71.0,1.0,8.12
572,-47.312205281943825,137.3502986956912,Portland,portland,US,61.03,45.52,-122.67,67.0,90.0,12.75
573,42.11518585925464,56.11143773824051,Gazanjyk,gazanjyk,TM,56.21,39.24,55.52,45.0,6.0,13.35
576,87.26633225458548,30.937402610660683,Berlevag,berlevag,NO,40.01,70.86,29.09,72.0,1.0,18.79
585,5.358582575671392,4.462226086893793,Okitipupa,okitipupa,NG,83.39,6.5,4.78,74.0,68.0,6.24
589,56.182880087333444,-132.15884422593308,Ketchikan,ketchikan,US,45.55,55.34,-131.65,75.0,75.0,3.36
590,31.39740830805816,-111.9499250705637,Caborca,caborca,MX,93.99,30.58,-111.1,13.0,80.0,3.0
591,47.79278898896675,-131.24013491204641,Port Hardy,port%20hardy,CA,50.0,50.7,-127.42,66.0,20.0,16.11
597,-16.567198269069465,118.0492464683254,Port Hedland,port%20hedland,AU,78.8,-20.31,118.58,83.0,33.0,6.93
602,-18.06706468383409,44.82652595611225,Tsiroanomandidy,tsiroanomandidy,MG,71.33,-18.77,46.05,81.0,5.0,1.57
603,-19.803608593860787,-86.55045933043363,Pisco,pisco,PE,74.95,-13.71,-76.2,30.0,0.0,10.29
604,-12.189051762568809,102.94705986878375,palabuhanratu,palabuhanratu,,,,,,,
605,-61.72232353102788,25.673830793643873,Kruisfontein,kruisfontein,ZA,62.51,-34.0,24.73,65.0,100.0,5.75
607,-45.848863403988304,157.5907205719639,Tuatapere,tuatapere,NZ,51.01,-46.13,167.69,97.0,100.0,4.81
611,22.284819323344635,-92.83256197764406,Celestun,celestun,MX,77.27,20.87,-90.4,76.0,38.0,23.0
614,52.50413003619121,143.77318087784857,Nogliki,nogliki,RU,31.91,51.8,143.14,93.0,100.0,15.64
615,37.17889898458999,96.0584300377364,Yumen,yumen,CN,55.49,40.29,97.04,37.0,100.0,5.73
616,-7.399077382313351,-53.41934662608743,Sao Felix do Xingu,sao%20felix%20do%20xingu,BR,82.13,-6.64,-51.99,88.0,99.0,4.23
620,41.99480565670228,43.243490848695956,Kharagauli,kharagauli,GE,48.2,42.01,43.2,100.0,90.0,4.7
621,48.57431253563249,97.82805650272292,Kungurtug,kungurtug,RU,13.91,50.6,97.53,48.0,20.0,4.18
626,14.686047730268982,-17.054344419829874,pout,pout,,,,,,,
627,-0.8136314629867911,-6.243083450670213,Tabou,tabou,CI,81.41,4.42,-7.36,79.0,100.0,3.69
630,41.386404258475324,70.69851342906344,naugarzan,naugarzan,,,,,,,
631,53.3069525656866,120.52471244138599,Amazar,amazar,RU,30.29,53.86,120.88,75.0,99.0,10.38
632,-6.339324358449417,122.38526237587479,Katobu,katobu,ID,76.01,-4.94,122.53,94.0,0.0,2.19
635,41.878935337887384,-96.35396766983756,Fremont,fremont,US,71.42,37.55,-121.99,72.0,75.0,10.29
636,44.793364539891314,146.99199391320172,Kurilsk,kurilsk,RU,33.89,45.23,147.88,94.0,100.0,9.33
638,44.951663600463604,-105.99063263943896,Gillette,gillette,US,68.0,44.29,-105.5,30.0,1.0,14.99
646,56.90489340936358,-108.09981264408928,Meadow Lake,meadow%20lake,CA,57.2,54.13,-108.44,35.0,75.0,13.87
647,-20.51405463747311,31.029970381689168,Masvingo,masvingo,ZW,68.27,-20.08,30.83,67.0,0.0,6.8
650,21.529550786568848,-101.1598214309254,San Diego de la Union,san%20diego%20de%20la%20union,MX,74.68,21.47,-100.87,31.0,0.0,15.68
651,35.79867548001948,41.78179056591583,Sinjar,sinjar,SY,50.99,35.59,37.0,80.0,97.0,11.74
654,21.187014479038396,79.23791859369027,kamthi,kamthi,,,,,,,
658,13.262963840376642,-125.59650794674877,Constitucion,constitucion,MX,68.77,23.99,-104.67,13.0,5.0,14.99
661,36.562012819506194,87.81528605288247,korla,korla,,,,,,,
662,22.092897859429954,124.36804866998108,Ishigaki,ishigaki,JP,77.09,24.34,124.16,84.0,100.0,14.85
663,4.83543472566177,-2.568593287127385,Axim,axim,GH,83.39,4.87,-2.24,76.0,100.0,7.25
664,47.47605678185408,29.739857749785415,Frunzivka,frunzivka,UA,47.75,47.33,29.75,56.0,96.0,7.74
667,29.85008003731187,77.00091696957259,Indri,indri,IN,78.35,29.88,77.05,36.0,0.0,4.68
672,24.659341983010947,94.597187794653,Yairipok,yairipok,IN,65.21,24.67,94.07,66.0,34.0,3.65
673,20.502678121502328,86.80255608289878,Patamundai,patamundai,IN,82.31,20.57,86.57,70.0,8.0,4.43
674,-38.069643741069946,145.23658123000416,Cranbourne,cranbourne,AU,48.54,-38.11,145.28,76.0,0.0,6.93
676,39.61265217223851,117.47513507625223,Hangu,hangu,PK,75.2,33.53,71.06,60.0,20.0,6.93
678,-27.863070671476237,14.120605872134945,Luderitz,luderitz,NA,60.8,-26.65,15.16,87.0,65.0,13.87
680,10.873899763554874,-35.397813332160496,Sao Filipe,sao%20filipe,CV,71.51,14.9,-24.5,85.0,0.0,20.56
681,66.61373494577077,176.97008615945418,Anadyr,anadyr,RU,10.22,64.73,177.51,78.0,40.0,6.71
686,24.932573888436778,-92.16251571041455,Progreso,progreso,UY,78.28,-34.68,-56.22,53.0,75.0,11.41
687,4.665130605036694,37.75370683215638,Yabelo,yabelo,ET,67.55,4.89,38.09,72.0,67.0,10.49
691,-25.663597226201787,-25.190170066023057,Vila Velha,vila%20velha,BR,83.71,-3.71,-38.6,70.0,40.0,8.05
692,-9.429943450713012,143.24185066988719,Daru,daru,SL,84.29,7.99,-10.85,71.0,100.0,6.13
694,-17.73876572013546,16.650594378153187,Eenhana,eenhana,NA,86.0,-17.48,16.34,22.0,55.0,3.36
696,13.405963255166398,57.52755703079461,Salalah,salalah,OM,82.4,17.01,54.1,74.0,40.0,6.93
699,31.592061925095066,150.16958429798768,Hasaki,hasaki,JP,48.99,35.73,140.83,71.0,40.0,12.75
702,65.84844970157468,171.78680233218813,Komsomolskiy,komsomolskiy,RU,11.57,67.55,63.78,95.0,77.0,3.87
705,23.981309662206627,-18.240035251464263,Nouadhibou,nouadhibou,MR,69.8,20.93,-17.03,64.0,42.0,21.92
720,43.48730273265062,68.88736066430315,achisay,achisay,,,,,,,
721,-14.056567669830358,-175.25693613423275,halalo,halalo,,,,,,,
723,44.46103553916964,121.01023680508803,Tongliao,tongliao,CN,54.05,43.61,122.27,16.0,100.0,15.37
727,-0.2931617818369716,100.33593474832014,Payakumbuh,payakumbuh,ID,69.35,-0.23,100.63,94.0,98.0,2.75
728,-37.58959331996143,-51.46524567168913,Rocha,rocha,UY,79.79,-34.48,-54.34,43.0,90.0,7.05
730,1.076990427536657,-54.4874298536358,Camopi,camopi,GF,80.51,3.17,-52.33,88.0,100.0,5.88
731,1.9220689956300134,60.81816859984343,Victoria,victoria,BN,78.37,5.28,115.24,94.0,75.0,4.54
736,0.8153806227150255,111.11478766579154,Sri Aman,sri%20aman,MY,73.15,1.24,111.46,100.0,98.0,1.45
743,-8.506245268366143,91.44408471942381,Padang,padang,ID,84.65,-0.92,100.36,73.0,100.0,5.06
744,61.09938805409746,159.59521408220132,Evensk,evensk,RU,27.41,61.92,159.24,85.0,81.0,2.39
745,-18.86001963541044,129.08194038922267,Kununurra,kununurra,AU,75.2,-15.77,128.74,83.0,0.0,1.12
746,11.303660045141456,-8.996596920944853,Siguiri,siguiri,GN,100.67,11.42,-9.17,20.0,58.0,4.47
751,46.86330203268818,65.48518420592714,dzhusaly,dzhusaly,,,,,,,
754,67.08448108527159,150.93977173166888,Zyryanka,zyryanka,RU,12.11,65.73,150.89,89.0,98.0,3.87
755,0.005598931212361435,2.507606671181634,Anloga,anloga,GH,86.0,5.79,0.9,79.0,20.0,10.29
757,53.435792695939625,123.01041041313937,Urusha,urusha,RU,36.95,54.05,122.9,48.0,100.0,9.26
760,44.39800404365482,-141.35399458305193,Sitka,sitka,US,64.0,37.17,-99.65,32.0,0.0,5.99
762,59.2022220947477,-8.25923010516459,stornoway,stornoway,,,,,,,
766,-44.03004131524492,142.24563960397114,Burnie,burnie,AU,55.99,-41.05,145.91,87.0,83.0,4.0
767,42.81599235039141,-75.55947639270408,Oneida,oneida,US,56.84,41.07,-90.23,35.0,1.0,25.28
772,13.043312078019383,108.62069084865618,Tuy Hoa,tuy%20hoa,VN,79.61,13.08,109.3,75.0,99.0,2.77
773,33.10555329960344,-145.95165527029548,Kahului,kahului,US,73.15,20.89,-156.47,65.0,20.0,16.11
774,21.77498758907872,77.72766323112478,Bhainsdehi,bhainsdehi,IN,80.69,21.65,77.63,26.0,0.0,5.59
776,-18.098291842752204,131.94337787807274,Katherine,katherine,AU,69.8,-14.47,132.26,88.0,18.0,5.82
777,2.062957078574655,-49.060250604169624,Amapa,amapa,HN,95.0,15.09,-87.97,44.0,75.0,11.41
780,-19.898937531232022,44.940580737755255,Miandrivazo,miandrivazo,MG,78.35,-19.53,45.46,80.0,23.0,2.37
782,28.870231472462237,137.00312803879729,Shingu,shingu,JP,42.53,33.72,135.99,87.0,0.0,4.74
783,-1.0597691534872098,86.3325341910197,Hambantota,hambantota,LK,78.8,6.12,81.12,100.0,40.0,2.24
784,24.230338102085653,-122.33871627103136,San Quintin,san%20quintin,PH,78.71,17.54,120.52,80.0,1.0,2.17
785,1.7055670212037626,21.81525227921128,Lisala,lisala,CD,74.03,2.15,21.52,95.0,100.0,5.32
789,16.010446998223898,-66.38974659417768,Santa Isabel,santa%20isabel,CO,78.8,4.71,-75.1,83.0,75.0,5.82
799,27.843465590776844,-4.359071856941057,Adrar,adrar,DZ,87.8,27.87,-0.29,9.0,0.0,24.16
800,-6.886849918378289,-44.64092162364267,Urucui,urucui,BR,89.15,-7.23,-44.56,58.0,83.0,4.92
804,-37.08034374497462,-68.63651512934503,Neuquen,neuquen,AR,75.2,-38.95,-68.06,29.0,0.0,9.17
805,22.94718503832007,137.03850870960662,Naze,naze,NG,86.0,5.43,7.07,79.0,75.0,6.93
806,27.300043166535303,93.36500693493792,Itanagar,itanagar,IN,69.53,27.1,93.63,75.0,0.0,3.42
809,-19.85481437305606,-56.68763733005939,Miranda,miranda,CO,78.8,3.25,-76.23,74.0,75.0,3.36
816,37.932441201106215,-135.38610830269582,Fortuna,fortuna,ES,55.38,38.18,-1.13,93.0,90.0,11.41
817,25.250276956438753,131.09045288613748,Nago,nago,IT,60.87,45.88,10.89,45.0,0.0,1.12
818,27.054904939083286,68.6316793753316,Bozdar,bozdar,PK,80.6,27.18,68.64,57.0,0.0,4.5
819,15.869088538954287,81.76066448596492,Narasapur,narasapur,IN,84.65,16.45,81.67,79.0,35.0,9.24
821,11.650785803364357,19.631322922095137,Am Timan,am%20timan,TD,99.05,11.04,20.28,11.0,100.0,2.57
825,60.06481886255301,17.05398446224777,Enkoping,enkoping,SE,52.14,59.64,17.08,30.0,80.0,5.82
830,8.72071026610702,-83.64139834673239,Buenos Aires,buenos%20aires,AR,82.53,-34.61,-58.44,61.0,75.0,6.93
835,58.709987958471174,-2.6464168319485566,Kirkwall,kirkwall,GB,52.2,58.98,-2.96,76.0,0.0,19.46
836,36.26940602691232,-76.57211032472452,Elizabeth City,elizabeth%20city,US,76.78,36.3,-76.22,73.0,75.0,16.67
838,-23.7022536264369,125.01735645682686,Yulara,yulara,AU,60.8,-25.24,130.99,26.0,61.0,2.24
840,29.283377881451457,29.409715819729712,el faiyum,el%20faiyum,,,,,,,
842,37.24454893521151,-94.87008683086486,Pittsburg,pittsburg,US,72.03,38.02,-121.89,50.0,1.0,4.7
845,-25.26715079073756,142.37944462375924,Mount Isa,mount%20isa,AU,69.8,-20.73,139.49,49.0,0.0,11.63
849,28.54833161288191,99.73017635749869,Xichang,xichang,CN,48.83,27.88,102.25,59.0,1.0,3.4
854,17.296581124965073,-17.938690568382214,Saint-Louis,saint-louis,CH,61.16,47.59,7.56,45.0,20.0,4.7
855,-23.46581598456936,144.47974922721045,Emerald,emerald,AU,66.11,-23.53,148.16,72.0,18.0,5.82
856,-1.3283723979803739,-78.29739220654291,Banos,banos,FR,64.94,43.74,-0.62,40.0,0.0,11.41
858,-39.641345149021966,146.55733423010525,Wonthaggi,wonthaggi,AU,51.3,-38.6,145.59,89.0,63.0,4.0
859,30.56485078255568,44.541837486252206,Baghdad,baghdad,IQ,62.6,33.3,44.38,63.0,0.0,9.17
862,-12.555786803083336,148.27984343565078,Samarai,samarai,PG,72.41,-10.62,150.67,92.0,52.0,3.87
863,44.67882275489677,-62.536728564958935,New Glasgow,new%20glasgow,CA,52.36,45.59,-62.65,95.0,100.0,5.99
867,-30.30259432846134,-43.73874829521213,Imbituba,imbituba,BR,84.2,-28.24,-48.67,42.0,0.0,5.82
869,40.75679914175299,12.143042282230738,Anzio,anzio,IT,60.31,41.45,12.63,48.0,0.0,2.24
875,34.47416377232172,0.5301125327345346,aflu,aflu,,,,,,,
879,-48.23910082167468,177.5495908666847,Christchurch,christchurch,NZ,47.44,-43.53,172.64,100.0,90.0,3.36
883,20.721890104212207,-66.02252718869869,San Juan,san%20juan,AR,68.27,-31.54,-68.53,40.0,30.0,8.12
888,24.623874276359132,43.56192825016598,Buraydah,buraydah,SA,77.0,26.33,43.97,38.0,0.0,6.93
889,32.81940957466334,8.719007556227638,duz,duz,,,,,,,
890,52.21763428302634,25.853122750526808,Pinsk,pinsk,BY,49.91,52.11,26.1,52.0,13.0,2.66
892,-11.326563243528,112.82769634706312,Ambulu,ambulu,ID,81.77,-8.35,113.61,79.0,61.0,9.1
893,26.330024352139475,63.130563064254375,Turbat,turbat,PK,83.57,26.0,63.05,40.0,0.0,8.48
894,49.82560633865248,-104.564986865314,Regina,regina,CA,73.22,50.45,-104.62,25.0,40.0,23.04
895,19.819909357104137,-93.80894700535978,Paraiso,paraiso,MX,68.81,24.01,-104.61,13.0,5.0,14.99
900,60.07833988494849,54.473994973163116,Gayny,gayny,RU,33.53,60.3,54.33,95.0,85.0,4.61
903,66.3923321383104,72.53714660865171,Staryy Nadym,staryy%20nadym,RU,21.65,65.61,72.68,91.0,99.0,13.85
904,-26.32386863325209,-62.31950551137679,Presidencia Roque Saenz Pena,presidencia%20roque%20saenz%20pena,AR,78.53,-26.79,-60.44,74.0,63.0,7.81
909,45.056141479815835,38.95856365622788,Krasnodar,krasnodar,RU,44.94,45.04,38.98,70.0,20.0,13.42
910,-17.87627482756355,29.085084439117963,Kadoma,kadoma,ZW,74.57,-18.34,29.91,57.0,89.0,4.27
912,66.31395807716655,44.026579775404144,Kamenka,kamenka,RU,46.0,53.19,44.05,22.0,0.0,2.26
915,26.58343202662489,-77.16546978461338,Marsh Harbour,marsh%20harbour,BS,77.81,26.54,-77.06,81.0,5.0,20.11
917,-27.722878396451357,65.52000107096231,Mahebourg,mahebourg,MU,77.36,-20.41,57.7,83.0,40.0,5.82
921,49.40324439905007,49.49315620612256,Aleksandrov Gay,aleksandrov%20gay,RU,42.17,50.14,48.57,36.0,0.0,7.23
923,47.06403168691713,-107.44021334142191,Billings,billings,US,76.15,45.79,-108.5,22.0,40.0,21.92
925,59.841693084002486,-51.63807355150021,Paamiut,paamiut,GL,28.85,61.99,-49.67,62.0,0.0,14.0
927,1.8903092935549353,17.535965388461847,Impfondo,impfondo,CD,76.19,1.62,18.06,81.0,100.0,1.77
928,47.456121300743405,31.74250896687252,Nova Odesa,nova%20odesa,UA,46.85,47.3,31.79,50.0,81.0,8.32
929,58.33772960020289,70.73569197564612,Ust-Ishim,ust-ishim,RU,33.17,57.69,71.17,65.0,85.0,4.05
931,25.838712717002807,91.41077964438097,Palasbari,palasbari,IN,78.8,26.14,91.55,78.0,40.0,3.42
932,-0.8928583998698514,28.977023689877882,Ntungamo,ntungamo,UG,62.51,-0.87,30.27,74.0,74.0,3.29
934,31.10269133207811,132.4440309280419,Nichinan,nichinan,JP,54.95,31.65,131.31,95.0,16.0,1.9
936,42.45900355597047,-5.153411318302176,Leon,leon,US,59.04,40.74,-93.75,49.0,40.0,13.87
943,24.384200731305697,130.86983612327208,Gushikawa,gushikawa,JP,71.38,26.35,127.87,78.0,75.0,6.93
945,7.0686124014018645,3.282356341606942,Abeokuta,abeokuta,NG,84.2,7.16,3.35,79.0,20.0,5.82
947,36.31132276607774,-13.50174455826712,Camacha,camacha,PT,62.87,33.08,-16.33,67.0,40.0,17.22
950,47.583597737765274,53.67772442496195,Makat,makat,KZ,44.87,47.65,53.35,30.0,58.0,8.12
953,-16.464976574352576,30.98052320109136,Mount Darwin,mount%20darwin,ZW,66.11,-16.77,31.58,75.0,27.0,4.25
954,-17.240208884843597,109.33887008308454,Karratha,karratha,AU,81.05,-20.74,116.85,30.0,100.0,18.37
956,78.92343811322786,23.699277617109004,Havoysund,havoysund,NO,41.0,71.0,24.66,80.0,75.0,16.11
957,52.82031976798635,116.85916239511084,Bukachacha,bukachacha,RU,22.73,52.99,116.91,38.0,29.0,18.75
970,-4.3635847265964856,12.424862523869109,loubomo,loubomo,,,,,,,
973,52.10425498055994,121.50164694740636,Genhe,genhe,CN,31.55,50.78,121.52,68.0,77.0,8.01
978,34.33950909196359,32.41406487762444,pafos,pafos,,,,,,,
979,-9.009171181574658,-44.62636300932459,Bom Jesus,bom%20jesus,BR,90.59,-9.08,-44.36,53.0,68.0,4.92
981,-21.40131983956958,-41.39066471904755,Mimoso do Sul,mimoso%20do%20sul,BR,79.25,-21.07,-41.37,77.0,20.0,5.39
984,1.6286254127972057,-163.39349314582225,samalaeulu,samalaeulu,,,,,,,
990,35.230306231101125,123.47906099225577,Yatou,yatou,CM,85.37,3.63,9.81,76.0,71.0,11.99
992,-26.06607223410284,4.891672837971754,Walvis Bay,walvis%20bay,NA,57.6,-22.95,14.51,82.0,0.0,4.7
994,-43.85944441158815,-35.1068347631014,Cidreira,cidreira,BR,79.25,-30.17,-50.22,52.0,36.0,6.96
995,36.50807558862658,104.34561708577144,Baiyin,baiyin,CN,48.2,36.55,104.13,70.0,90.0,4.47
1008,-12.965474416207769,45.16436110915026,Chirongui,chirongui,YT,82.4,-12.93,45.15,83.0,75.0,8.05
1022,40.331998426486024,22.438825393785663,Svoronos,svoronos,GR,57.58,40.27,22.47,67.0,20.0,8.05
1023,-11.486878857100436,118.96571060112649,Waingapu,waingapu,ID,74.03,-9.65,120.26,89.0,0.0,6.8
1024,59.48181473526725,126.58782910124631,Tommot,tommot,RU,23.27,58.97,126.27,78.0,99.0,4.14
1025,-12.861334712103002,62.451567798665906,Grand Gaube,grand%20gaube,MU,77.72,-20.01,57.66,83.0,40.0,5.82
1026,-4.675212216817172,-44.97952110087152,Pocao de Pedras,pocao%20de%20pedras,BR,83.21,-4.67,-44.85,90.0,100.0,3.38
1028,-24.446984090534983,158.61016591663895,Hervey Bay,hervey%20bay,AU,70.32,-25.3,152.85,94.0,90.0,8.05
1029,40.66413235097258,36.624953000614795,Erbaa,erbaa,TR,46.22,40.67,36.56,70.0,75.0,13.87
