,Lat,Lng,City,CityClean,Country,Temperature,Latitude,Longitude,Percent Humidity,Percent Cloudiness,Wind Speed (mph)
1947,12.825808624812751,-70.0879893944124,Oranjestad,oranjestad,AW,86.0,12.52,-70.03,66.0,40.0,28.86
1949,17.257719073444733,66.33558605726927,Mangrol,mangrol,IN,84.47,25.33,76.51,28.0,0.0,6.46
1954,19.971174324606295,123.96994128525847,Basco,basco,US,56.97,40.33,-91.2,35.0,1.0,18.34
1955,-29.654418722185326,22.488789891902996,Prieska,prieska,ZA,78.35,-29.67,22.74,9.0,100.0,16.62
1958,-50.418946552783815,177.42256546284716,Dunedin,dunedin,NZ,51.01,-45.87,170.5,94.0,100.0,1.01
1963,12.277764607845256,26.94284511428245,babanusah,babanusah,,,,,,,
1976,-5.199352306288532,-45.78940323864265,Barra do Corda,barra%20do%20corda,BR,83.39,-5.5,-45.25,82.0,96.0,2.15
1977,-37.14588584747539,172.64903865766473,Dargaville,dargaville,NZ,62.33,-35.94,173.86,76.0,0.0,8.41
1983,3.522843269743632,101.40653963970686,Batang Berjuntai,batang%20berjuntai,MY,81.86,3.38,101.42,83.0,75.0,2.24
1985,53.47685850520395,151.43013185216284,Sobolevo,sobolevo,RU,46.49,54.43,31.9,50.0,62.0,3.76
1999,-4.98561387201255,-46.26082018865554,Amarante do Maranhao,amarante%20do%20maranhao,BR,85.01,-5.57,-46.74,80.0,62.0,4.41
2003,18.31366665895908,104.34521106037971,Ban Nahin,ban%20nahin,LA,74.75,18.24,104.21,81.0,0.0,2.01
2005,49.62127932556004,101.88092208055127,Kholtoson,kholtoson,RU,18.41,50.3,103.31,33.0,0.0,3.56
2007,-25.728920169944047,29.117560417554984,Witbank,witbank,ZA,67.91,-25.87,29.23,36.0,3.0,4.74
2009,30.531158054560436,107.24526387322209,daxian,daxian,,,,,,,
2012,-41.4991131110894,-63.589729714963696,Viedma,viedma,AR,66.47,-40.81,-62.99,41.0,0.0,15.9
2019,-10.369176652452197,164.61810827873353,Lata,lata,IN,27.05,30.78,78.62,87.0,95.0,6.93
2023,44.004013412577365,-106.49236990938617,Sheridan,sheridan,US,67.55,39.65,-105.03,27.0,20.0,10.29
2027,-5.508836469898441,35.12634162997068,Manyoni,manyoni,TZ,66.83,-5.75,34.84,78.0,40.0,2.59
2030,15.688580175819865,-101.95230557193509,Petatlan,petatlan,MX,86.0,17.52,-101.27,55.0,5.0,11.41
2034,39.41489096695685,-79.10166957746522,Cumberland,cumberland,US,71.24,41.97,-71.43,73.0,75.0,24.16
2036,22.035893387045235,51.48039906784001,Abu Samrah,abu%20samrah,SY,50.99,35.3,37.18,80.0,97.0,11.74
2044,39.7984154216517,132.737244639557,Vrangel,vrangel,RU,35.51,42.73,133.08,35.0,0.0,3.0
2049,33.60634006575013,59.149441430374026,Birjand,birjand,IR,64.4,32.86,59.22,27.0,0.0,4.7
2055,25.23793240093576,-84.55054065739633,Bahia Honda,bahia%20honda,CU,85.37,22.9,-83.16,64.0,3.0,11.92
2056,51.282493689169996,87.81401899387976,Ulagan,ulagan,RU,22.19,50.63,87.96,76.0,99.0,3.31
2057,-21.820821400919442,35.02392503682961,Beira,beira,ES,61.59,43.2,-8.36,67.0,0.0,6.93
2058,-33.63077442546439,-73.0245575566591,San Antonio,san%20antonio,CL,58.35,-33.58,-71.61,67.0,75.0,6.93
2059,-31.564345342662577,141.28330327383566,Broken Hill,broken%20hill,AU,68.0,-31.97,141.45,32.0,31.0,8.05
2060,57.99882301729258,125.97209399236118,Lebedinyy,lebedinyy,RU,20.93,58.52,125.52,83.0,100.0,9.86
2063,-29.768483026704025,177.32447580708384,Russell,russell,AR,77.0,-33.01,-68.8,50.0,40.0,2.24
2066,36.31508795254932,-6.701435884996783,Rota,rota,ES,60.22,36.62,-6.36,67.0,20.0,5.82
2072,56.662142261133084,-126.14661445138752,Smithers,smithers,CA,42.8,54.78,-127.17,56.0,75.0,4.7
2073,48.85442501772647,-76.48394210400467,Senneterre,senneterre,CA,37.4,48.39,-77.24,82.0,90.0,10.29
2074,20.69749348179947,84.64415284253295,Athmallik,athmallik,IN,82.31,20.72,84.53,59.0,6.0,8.01
2078,-39.15856009743043,-72.89453600410195,Pitrufquen,pitrufquen,CL,66.18,-38.98,-72.65,68.0,20.0,4.7
2079,-11.326835430584197,-77.65857092485672,Huacho,huacho,PE,68.81,-11.11,-77.61,90.0,97.0,8.79
2081,55.90382089441454,16.689208517793418,Kalmar,kalmar,SE,50.0,56.66,16.36,46.0,0.0,3.36
2084,49.096885403373705,41.03748912947839,Kashary,kashary,RU,41.63,49.04,41.01,52.0,100.0,6.24
2085,41.40863461744641,-10.91873926197411,Areosa,areosa,PT,66.88,41.72,-8.86,68.0,20.0,8.05
2100,-34.35105052283398,36.45051212134001,Port Shepstone,port%20shepstone,ZA,66.83,-30.74,30.45,93.0,0.0,6.24
2115,9.276175658551637,-61.9186098578854,Tucupita,tucupita,VE,95.45,9.06,-62.05,38.0,55.0,10.69
2118,52.63864320399733,16.31522506150057,Wronki,wronki,PL,59.86,52.71,16.37,44.0,0.0,4.7
2120,33.22542648315647,100.93533297083974,Linxia,linxia,CN,45.77,35.6,103.21,65.0,100.0,2.98
2123,37.73101937601156,63.02727183149739,Murgab,murgab,TM,57.2,37.5,61.97,82.0,40.0,16.11
2124,64.29110331490097,48.40650561862074,Usogorsk,usogorsk,RU,32.63,63.43,48.71,91.0,100.0,2.93
2131,25.963824430002305,73.19471737794026,Pali,pali,IN,86.63,25.77,73.33,24.0,0.0,4.94
2139,59.87324060477994,-124.02870285931166,Fort Nelson,fort%20nelson,CA,53.6,58.81,-122.69,23.0,40.0,21.92
2141,-34.65551604662692,159.59901236984734,Port Macquarie,port%20macquarie,AU,63.79,-31.43,152.91,100.0,75.0,1.12
2143,-17.415264447395643,123.75309869261815,Broome,broome,GB,57.85,52.47,1.45,71.0,0.0,5.82
2152,5.225931924774883,24.103868056286643,Rafai,rafai,CF,74.03,4.95,23.92,79.0,94.0,2.51
2156,43.77442164339175,-91.24490809382617,La Crosse,la%20crosse,US,59.52,43.8,-91.24,35.0,1.0,8.05
2157,33.12365505586051,51.836085823240126,Esfahan,esfahan,IR,60.8,32.66,51.68,31.0,0.0,11.41
2158,41.153731097139456,103.89004834272549,Shitanjing,shitanjing,CN,55.0,39.23,106.34,50.0,99.0,18.05
2161,1.7755067660826143,-30.57268410849693,Touros,touros,BR,87.8,-5.2,-35.46,66.0,40.0,12.75
2164,-12.043395691905303,124.77069069706681,Kupang,kupang,ID,81.77,-10.16,123.6,74.0,23.0,12.86
2165,60.596641936949084,153.31852337131073,Talaya,talaya,RU,24.8,55.79,84.89,73.0,0.0,6.71
2171,-25.98764775449986,21.20077696081097,bokspits,bokspits,,,,,,,
2175,58.23941690044734,176.55234660246907,Beringovskiy,beringovskiy,RU,17.69,63.05,179.32,85.0,0.0,7.65
2181,-38.37482923851012,147.09933090699343,Sale,sale,GB,65.07,53.42,-2.32,40.0,26.0,2.24
2184,-9.33424877014454,115.393884484372,Denpasar,denpasar,ID,78.8,-8.65,115.22,94.0,40.0,14.99
2186,-4.501118872987249,169.31277215672617,utiroa,utiroa,,,,,,,
2188,49.49684083600164,53.243923725189546,Aksay,aksay,RU,41.0,47.27,39.86,44.0,0.0,13.42
2192,46.10497325732902,128.11112961049423,Bayan,bayan,MN,25.79,47.25,107.54,49.0,0.0,7.09
2194,66.23821679058426,130.6202678516243,Batagay-Alyta,batagay-alyta,RU,-1.76,67.8,130.41,99.0,92.0,2.77
2198,12.904563518620307,123.10698637558585,Claveria,claveria,PH,75.99,8.61,124.89,90.0,19.0,4.0
2200,57.82218607163543,159.94897020349924,Tigil,tigil,RU,31.19,57.8,158.67,87.0,89.0,2.26
2215,-5.178692753524373,-36.34000726526733,Macau,macau,BR,85.91,-5.11,-36.64,67.0,91.0,14.5
2216,47.767343358645235,43.154704476592,Kotelnikovo,kotelnikovo,RU,42.89,47.63,43.14,51.0,88.0,8.9
2220,44.453124005443215,98.38808942660955,Hovd,hovd,NO,53.26,63.83,10.7,38.0,0.0,3.36
2221,-0.6060956368414736,168.5491248124884,tabiauea,tabiauea,,,,,,,
2223,32.96150872451375,8.009292819533044,naftah,naftah,,,,,,,
2227,44.91441531763323,137.2357666355992,Terney,terney,RU,30.11,45.05,136.61,54.0,14.0,5.35
2233,35.25043520547146,-78.90215064513848,Fayetteville,fayetteville,US,58.91,36.06,-94.16,41.0,40.0,20.8
2234,55.62241901194827,22.047823343911517,Rietavas,rietavas,LT,42.8,55.72,21.93,81.0,0.0,2.24
2237,56.78666604854865,134.60742538384983,Chumikan,chumikan,RU,13.19,54.72,135.31,87.0,39.0,6.76
2245,9.349482210040634,44.8911123737916,odweyne,odweyne,,,,,,,
2250,58.673037069614,93.1252218416771,Strelka,strelka,RU,23.45,58.08,93.03,87.0,61.0,7.27
2256,24.824503448589738,30.082275362435723,Sohag,sohag,EG,75.2,26.55,31.7,25.0,0.0,11.41
2260,38.03977821636056,15.015869054914162,Patti,patti,IT,58.6,38.14,14.96,77.0,20.0,8.05
2263,51.16150545923628,133.32111162298276,Chegdomyn,chegdomyn,RU,18.05,51.13,133.04,91.0,0.0,2.15
2274,34.539880880476034,-6.544467856408204,Kenitra,kenitra,MA,61.52,34.26,-6.57,72.0,75.0,6.93
2286,24.152830653555526,-95.00536223876452,Matamoros,matamoros,US,82.0,25.87,-97.51,23.0,40.0,5.82
2289,-25.253134710641447,42.49865341040035,toliary,toliary,,,,,,,
2290,27.80661198887421,-98.08292295983435,Alice,alice,US,79.32,27.75,-98.07,30.0,1.0,5.82
2293,20.314870392212725,64.57887879511892,Keti Bandar,keti%20bandar,PK,78.89,24.14,67.45,76.0,0.0,12.97
2304,11.039312848669368,-3.913667843103184,bobo dioulasso,bobo%20dioulasso,,,,,,,
2313,59.89654403525435,5.621540979118748,vage,vage,,,,,,,
2315,-10.266708251062667,-29.573054471029252,Tamandare,tamandare,BR,93.47,-8.28,-70.75,45.0,53.0,3.87
2318,63.778437678722185,121.99529166466573,Vilyuysk,vilyuysk,RU,22.73,63.75,121.63,80.0,99.0,13.6
2319,-20.422703018024464,19.045561751762307,Grootfontein,grootfontein,NA,71.33,-19.56,18.1,26.0,0.0,8.84
2320,63.906977652607,-54.57196523972398,Maniitsoq,maniitsoq,GL,21.47,65.42,-52.9,42.0,0.0,3.0
2327,-16.576438989739017,154.3643842292919,Mackay,mackay,CA,45.48,53.65,-115.58,45.0,40.0,18.34
2328,54.021820800488825,67.11557935655884,Sergeyevka,sergeyevka,KZ,31.91,53.88,67.42,52.0,100.0,3.58
2329,51.34870190041096,5.231293156256044,Bladel,bladel,NL,67.48,51.37,5.22,30.0,0.0,8.05
2335,-8.248238988872487,142.08838129400505,Morehead,morehead,US,52.41,38.18,-83.43,93.0,90.0,5.82
2350,-2.527922625150609,-53.22655273840286,Prainha,prainha,BR,92.39,-1.8,-53.48,51.0,80.0,6.2
2354,50.01904727310617,-119.23103740404324,Vernon,vernon,CA,55.15,50.27,-119.27,82.0,75.0,2.24
2358,12.53778332468697,0.13100343099162615,Gayeri,gayeri,BF,100.85,12.65,0.49,25.0,95.0,9.95
2359,5.6898268487450565,-110.54809328418122,Coahuayana,coahuayana,MX,99.59,18.62,-100.35,18.0,56.0,4.7
2364,49.808355812058494,7.229804612873892,Morbach,morbach,DE,63.61,49.52,10.62,32.0,0.0,6.93
2373,52.98849446811383,-91.1900638064644,Sioux Lookout,sioux%20lookout,CA,57.2,50.1,-91.92,33.0,40.0,8.05
2377,72.00955750238302,21.76276415374531,Oksfjord,oksfjord,NO,41.97,70.24,22.35,80.0,75.0,16.11
2381,52.91926578974713,54.58344175605646,Sharlyk,sharlyk,RU,37.31,52.93,54.74,45.0,0.0,5.88
2386,-16.754527133497234,48.529650854864514,Andilamena,andilamena,MG,67.91,-17.01,48.57,90.0,56.0,8.1
2387,-41.52345590181311,40.31686451666809,Margate,margate,AU,42.91,-43.03,147.26,93.0,0.0,5.82
2388,8.813568007830227,32.430301566827865,malakal,malakal,,,,,,,
2389,43.2193988080507,118.92429667550562,Chifeng,chifeng,CN,47.03,42.27,118.96,42.0,100.0,12.26
2393,-19.69546637721274,-39.78929147338761,Linhares,linhares,BR,86.99,-19.38,-40.06,58.0,6.0,4.83
2397,36.9507915420062,-10.242567489585838,Aljezur,aljezur,PT,57.13,37.31,-8.8,89.0,96.0,1.99
2398,15.923971854885252,133.01134573517993,San Policarpo,san%20policarpo,PH,80.33,12.18,125.51,76.0,27.0,3.09
2410,32.953994564152126,-153.3551849706806,Ahuimanu,ahuimanu,US,76.08,21.44,-157.84,78.0,75.0,6.93
2415,29.050648293355906,-121.13432373990042,Rosarito,rosarito,CO,75.0,4.91,-75.23,100.0,40.0,4.7
2416,9.448418089015547,-92.62894383560014,San Jose,san%20jose,PH,80.33,15.79,120.99,82.0,3.0,2.77
2417,43.4655075671925,74.52563670036903,Georgiyevka,georgiyevka,RU,45.41,52.25,40.45,35.0,1.0,2.46
2418,68.84301399261622,3.138882885067517,Roald,roald,NO,49.86,62.58,6.12,53.0,0.0,2.24
2427,-19.901847476666887,149.34459521046483,Bowen,bowen,AU,69.33,-20.01,148.25,93.0,40.0,5.82
2430,65.10949766088049,-18.699212327271,Akureyri,akureyri,IS,55.4,65.68,-18.09,50.0,75.0,19.46
2435,64.931941987384,113.69060147328969,Udachnyy,udachnyy,RU,19.4,66.42,112.4,44.0,0.0,8.95
2439,22.344666403214973,141.21375393144274,Shimoda,shimoda,JP,54.99,34.7,138.93,67.0,52.0,7.58
2442,2.601369574236813,-22.532437942334695,Goderich,goderich,CA,38.88,43.74,-81.71,90.0,100.0,10.0
2445,6.122084341934695,127.07227703383239,Pundaguitan,pundaguitan,PH,81.95,6.37,126.17,74.0,39.0,4.36
2446,3.9965689053059776,75.73833192633748,Male,male,UA,46.49,50.74,33.7,55.0,91.0,5.14
2450,65.61914431378116,21.230571304427798,Pitea,pitea,SE,43.99,65.32,21.48,87.0,90.0,5.64
2464,61.16762181590991,51.04737013990501,Verkhnyaya Maksakovka,verkhnyaya%20maksakovka,RU,36.66,61.63,50.97,69.0,75.0,4.47
2466,39.09212516017476,68.22978620371484,Ayni,ayni,TJ,40.91,39.39,68.54,71.0,87.0,10.58
2471,57.50652347014022,-75.79871857944524,Chapais,chapais,CA,39.2,49.78,-74.86,81.0,90.0,8.05
2475,59.67736777472368,151.93495214695042,Ola,ola,RU,30.83,59.58,151.3,90.0,99.0,4.29
2478,-8.54984873723636,-76.21747796552052,Uchiza,uchiza,PE,100.31,-8.46,-76.46,19.0,99.0,1.95
2480,26.301487347066157,94.8876241185572,Tuensang,tuensang,IN,67.73,26.24,94.81,67.0,52.0,2.64
2484,9.511189803494773,-55.63219928518966,Nieuw Amsterdam,nieuw%20amsterdam,SR,86.0,5.88,-55.08,74.0,68.0,8.01
2490,32.21204365594967,31.877897151853034,Damietta,damietta,EG,64.4,31.42,31.81,63.0,0.0,17.22
